!Num,...Nombre...,#Uni,Tipo,.PotIns,.GerMin,.GerMax,..Teif.,..Ih...,.CVaria,.MR.,Comb,...G1..,.CEsp.1,...G2..,.CEsp.2,...G3..,.CEsp.3,NAdF,...1,...2,...3,ComT,CTransp,StartUp,sfal,NGas,NuCC,..NombreCC..,CoefE.
25.0000,KAPCO-B3,1,0,258.0000,0,258.0000,0.06278538812785388,0.06278538812785388,165.6788321167883,0,1,100,0.009011832534441726,0,0,0,0,2,24.0000,281.0000,0,0,0,0,0,0,0,0,1
281.0000,KAPCO_B3_LNG,1,0,330.0000,0,330.0000,0.06278538812785388,0.06278538812785388,165.6788321167883,0,2,100,0.009011832534441726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.0000,KAPCO_B3_HSD,1,0,249.0000,0,249.0000,0.06278538812785388,0.06278538812785388,250.81751824817516,0,6,100,0.23755043227665706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250.0000,ETIHAD,1,1,,0,,0.06278538812785388,0.06278538812785388,0,1,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.0000,FOUND_DHARKI,1,0,167.1050,0,167.1050,0.06278538812785388,0.06278538812785388,131.9559982731459,0,1,100,0.007735820651703891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45.0000,Engro_PWR,1,0,212.2490,0,212.2490,0.06278538812785388,0.06278538812785388,117.02397803280218,0,1,100,0.008587083299427672,0,0,0,0,1,46.0000,0,0,0,0,0,0,0,0,0,1
46.0000,Engro_PWR_SD,1,0,207467.0000,0,207467.0000,0.06278538812785388,0.06278538812785388,115.90424783902021,0,6,100,0.222957856807144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139.0000,GUDDU_B1,1,0,260.0000,0,260.0000,0.06278538812785388,0.06278538812785388,12.81198347107438,0,1,100,0.008532931516422083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140.0000,GUDDU_B2,1,0,360.0000,0,360.0000,0.06278538812785388,0.06278538812785388,12.81198347107438,0,1,100,0.009480695317959469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142.0000,GUDDU_B3,1,0,,0,,0.06278538812785388,0.06278538812785388,12.81198347107438,0,1,100,0.01137665967854647,0,0,0,0,1,141.0000,0,0,0,0,0,0,0,0,0,1
141.0000,GUDDU_B3_RFO,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,12.81198347107438,0,5,100,0.00027884483395808037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143.0000,GUDDU_B4,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,12.81198347107438,0,1,100,0.012189028651292802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13.0000,UCH_PWR,1,0,549.2600,0,549.2600,0.06278538812785388,0.06278538812785388,46.574999999999996,0,12,100,0.0042722305017386985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47.0000,UCH-II,1,0,355.4200,0,355.4200,0.06278538812785388,0.06278538812785388,81.78204312823775,0,1,100,0.007922300947355253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130.0000,JMSH1_B1,1,0,182.4500,0,182.4500,0.06278538812785388,0.06278538812785388,17.200413223140494,0,5,100,0.0002682126836495329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132.0000,JMSH2_B2,1,0,154.7300,0,154.7300,0.06278538812785388,0.06278538812785388,19.82142857142857,0,1,100,0.012191319721877496,0,0,0,0,2,291.0000,131.0000,0,0,0,0,0,0,0,0,1
291.0000,JMSH2_B2_LNG,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,17.200413223140494,0,2,100,0.011816707820458076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131.0000,JMSH2_B2_RFO,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,17.200413223140494,0,5,100,0.00030120992633441703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134.0000,JMSH3_B2,1,0,155.3600,0,155.3600,0.06278538812785388,0.06278538812785388,19.82142857142857,0,1,100,0.01186729680567125,0,0,0,0,2,293.0000,133.0000,0,0,0,0,0,0,0,0,1
293.0000,JMSH3_B2_LNG,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,17.200413223140494,0,2,100,0.011507714015186675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133.0000,JMSH3_B2_RFO,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,17.200413223140494,0,5,100,0.00029309710962042334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136.0000,JMSH4_B2,1,0,156.4800,0,156.4800,0.06278538812785388,0.06278538812785388,19.82142857142857,0,1,100,0.011648844839603555,0,0,0,0,2,295.0000,135.0000,0,0,0,0,0,0,0,0,1
295.0000,JMSH4_B2_LNG,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,17.200413223140494,0,2,100,0.011268015272371734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135.0000,JMSH4_B2_RFO,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,17.200413223140494,0,5,100,0.00028692538787604427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
299.0000,Mix(Captive),1,0,,0,,0.06278538812785388,0.06278538812785388,0,0,19,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71.0000,JDW-II,1,0,24.3700,0,24.3700,0.06278538812785388,0.06278538812785388,177.4630915445723,1,7,100,0.0020167687603456236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16.0000,ALTERN PWR,1,0,28.9000,0,28.9000,0.06278538812785388,0.06278538812785388,179.82017982017982,0,2,100,0.0090316849274504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.0000,ATTOCK GEN,1,0,156.1810,0,156.1810,0.06278538812785388,0.06278538812785388,316.7861828396795,0,5,100,0.00019703621063899888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
277.0000,GULF PWR,1,0,62.0000,0,62.0000,0.06278538812785388,0.06278538812785388,0,0,5,100,0.00022932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.0000,HUBCO-NRWL,1,0,213.8200,0,213.8200,0.06278538812785388,0.06278538812785388,273.3496292129588,0,5,100,0.0001873257067880194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44.0000,ORIENT_PWR,1,0,202.5710,0,202.5710,0.06278538812785388,0.06278538812785388,81.55900621118012,0,2,100,0.0076050637037841946,0,0,0,0,1,43.0000,0,0,0,0,0,0,0,0,0,1
43.0000,ORNT_PWR_HSD,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,133.7142857142857,0,6,100,0.20710076421714596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50.0000,HALMORE,1,0,197.3410,0,197.3410,0.06278538812785388,0.06278538812785388,117.3,0,2,100,0.007590225986583219,0,0,0,0,2,34.0000,35.0000,0,0,0,0,0,0,0,0,1
34.0000,HALMORE_Gas,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
